set,attribute,score
204,Data Wrangler,2.3
204,Communicator,2
205,Programmer,6.4
205,Communicator,5.7
205,Data Wrangler,5
205,Modeller,3.4
205,Visualiser,2.9
205,Technologist,1.3
206,Communicator,6.2
206,Data Wrangler,5.3
206,Modeller,4.9
206,Technologist,4.3
206,Visualiser,3.8
206,Programmer,3.4
207,Communicator,4.8
207,Data Wrangler,4.6
207,Modeller,3.8
207,Technologist,3.1
207,Visualiser,2.8
207,Programmer,2.4
208,Data Wrangler,5.6
208,Visualiser,5.2
208,Communicator,4.7
208,Technologist,4.3
208,Programmer,3.4
208,Modeller,2.8
209,Communicator,5.8
209,Visualiser,3.9
209,Modeller,3.6
209,Programmer,3
209,Technologist,2.7
209,Data Wrangler,2.3
210,Data Wrangler,4.9
210,Modeller,4.4
210,Technologist,3.7
210,Communicator,2.5
210,Visualiser,2.4
210,Programmer,2
211,Modeller,5.4
211,Programmer,5.1
211,Communicator,4
211,Data Wrangler,3.2
211,Visualiser,3
211,Technologist,2.6
212,Modeller,5.6
212,Data Wrangler,4.2
212,Visualiser,3.9
212,Programmer,3.5
212,Technologist,3.2
212,Communicator,1.5
213,Data Wrangler,5.5
213,Programmer,4.4
213,Communicator,4
213,Visualiser,3.7
213,Modeller,3.4
213,Technologist,3.2
214,Modeller,4.8
214,Data Wrangler,4.2
214,Technologist,3.4
214,Programmer,2.7
214,Communicator,2.2
214,Visualiser,1.4
215,Data Wrangler,4.6
215,Modeller,4.4
215,Visualiser,3.9
215,Programmer,3.1
215,Technologist,2.5
215,Communicator,1.8
216,Programmer,5.3
216,Modeller,4.8
216,Visualiser,4
216,Communicator,2.9
216,Technologist,2.5
216,Data Wrangler,2
217,Programmer,5.2
217,Visualiser,4.7
217,Technologist,3.5
217,Data Wrangler,3.2
217,Communicator,2.9
217,Modeller,1.8
218,Modeller,6
218,Data Wrangler,4.9
218,Programmer,3.8
218,Visualiser,3.5
218,Technologist,2.6
218,Communicator,1.7
219,Modeller,5.8
219,Technologist,5.2
219,Communicator,4.5
219,Data Wrangler,3.5
219,Visualiser,3.1
219,Programmer,1.7
220,Modeller,5.4
220,Communicator,4.8
220,Technologist,3.7
220,Programmer,3.1
220,Visualiser,2.7
220,Data Wrangler,2.4
221,Visualiser,4.4
221,Modeller,4
221,Technologist,3.1
221,Communicator,2.7
221,Programmer,2.5
221,Data Wrangler,2
222,Technologist,6.2
222,Communicator,4.4
222,Data Wrangler,4.1
222,Programmer,3.8
222,Modeller,3.2
222,Visualiser,3
223,Programmer,4.6
223,Technologist,4.4
223,Communicator,4
223,Data Wrangler,3.7
223,Visualiser,3.4
223,Modeller,2.8
224,Programmer,4.8
224,Data Wrangler,3.8
224,Technologist,3.2
224,Visualiser,2.7
224,Modeller,2.4
224,Communicator,2
225,Modeller,5.4
225,Data Wrangler,4.6
225,Programmer,4.3
225,Technologist,3.3
225,Communicator,1.9
225,Visualiser,1.4
226,Data Wrangler,4.8
226,Technologist,4.3
226,Modeller,3.8
226,Visualiser,3
226,Communicator,2.6
226,Programmer,2.1
227,Programmer,3.8
227,Technologist,3.3
227,Data Wrangler,3
227,Visualiser,2.8
227,Modeller,2.4
227,Communicator,1.7
228,Communicator,6
228,Data Wrangler,4.9
228,Technologist,3.9
228,Visualiser,3.4
228,Modeller,2.1
228,Programmer,1.7
229,Technologist,5.9
229,Programmer,4.7
229,Data Wrangler,4
229,Communicator,3.7
229,Visualiser,3.5
229,Modeller,2.8
230,Communicator,5.2
230,Visualiser,4.7
230,Programmer,3.1
230,Data Wrangler,2.8
230,Technologist,2.3
230,Modeller,1.7
231,Data Wrangler,4.6
231,Programmer,4.3
231,Modeller,4
231,Technologist,3.5
231,Communicator,3.2
231,Visualiser,2
232,Technologist,5.2
232,Modeller,4.4
232,Visualiser,3.5
232,Programmer,3.2
232,Communicator,2.7
232,Data Wrangler,2.3
233,Data Wrangler,5.3
233,Communicator,4.8
233,Modeller,3.8
233,Technologist,3.6
233,Programmer,2.4
233,Visualiser,1.4
234,Technologist,4.8
234,Visualiser,4.1
234,Modeller,3.6
234,Communicator,2.9
234,Programmer,2.7
234,Data Wrangler,2.4
235,Technologist,4.7
235,Communicator,4.2
235,Data Wrangler,3.3
235,Visualiser,3.1
235,Programmer,2.4
235,Modeller,0.8
236,Data Wrangler,5.7
236,Communicator,4.9
236,Technologist,4.1
236,Visualiser,3.8
236,Modeller,3.5
236,Programmer,2.8
237,Technologist,5.2
237,Programmer,4.8
237,Communicator,4.1
237,Visualiser,3.7
237,Modeller,3.4
237,Data Wrangler,1.6
238,Visualiser,4.8
238,Communicator,4.2
238,Modeller,4
238,Programmer,3.5
238,Technologist,3.3
238,Data Wrangler,1.5
239,Data Wrangler,6.1
239,Technologist,4.7
239,Communicator,3.8
239,Modeller,3.6
239,Programmer,2.7
239,Visualiser,1.6
240,Technologist,5.9
240,Modeller,4.6
240,Visualiser,4
240,Communicator,3.4
240,Data Wrangler,3
240,Programmer,2.8
241,Visualiser,6.3
241,Communicator,5.9
241,Modeller,4
241,Programmer,3.5
241,Data Wrangler,2.6
241,Technologist,2.3
242,Modeller,5.4
242,Communicator,4
242,Programmer,3.8
242,Visualiser,3.4
242,Data Wrangler,3
242,Technologist,2.8
243,Visualiser,5
243,Communicator,4
243,Technologist,3.2
243,Modeller,2.9
243,Data Wrangler,2.1
243,Programmer,1.8
244,Programmer,4.8
244,Visualiser,4.3
244,Technologist,3.7
244,Communicator,2.9
244,Data Wrangler,2.6
244,Modeller,1.8
245,Technologist,5.1
245,Visualiser,4.1
245,Modeller,3.2
245,Communicator,2.7
245,Data Wrangler,2.2
245,Programmer,2
246,Technologist,6.1
246,Programmer,5.1
246,Communicator,3.8
246,Data Wrangler,3.4
246,Visualiser,3
246,Modeller,1.4
247,Programmer,6
247,Data Wrangler,5.1
247,Modeller,4
247,Communicator,3.2
247,Visualiser,3
247,Technologist,2.3
248,Programmer,5.9
248,Visualiser,5.2
248,Communicator,4.9
248,Data Wrangler,3.2
248,Technologist,2.8
248,Modeller,2.4
249,Programmer,5.3
249,Communicator,4
249,Modeller,3.4
249,Technologist,2.9
249,Data Wrangler,2.6
249,Visualiser,1.7
250,Data Wrangler,5.9
250,Modeller,4.2
250,Programmer,3.2
250,Communicator,2.4
250,Visualiser,2.1
250,Technologist,1.8
251,Programmer,4.3
251,Communicator,3.4
251,Data Wrangler,3.1
251,Modeller,2.9
251,Technologist,2.6
251,Visualiser,2.4
252,Programmer,4.9
252,Technologist,4.1
252,Communicator,3.6
252,Visualiser,3.4
252,Data Wrangler,3
252,Modeller,2.8
253,Communicator,4.4
253,Programmer,3.8
253,Data Wrangler,3.5
253,Visualiser,3.3
253,Technologist,3
253,Modeller,2
254,Technologist,4.8
254,Programmer,4.1
254,Visualiser,3.8
254,Modeller,3.1
254,Communicator,2.6
254,Data Wrangler,2.1
255,Communicator,5
255,Programmer,4.8
255,Technologist,4.4
255,Data Wrangler,3.1
255,Visualiser,2.9
255,Modeller,2.3
256,Data Wrangler,4.7
256,Technologist,4.5
256,Visualiser,3.9
256,Modeller,3.1
256,Programmer,2.6
256,Communicator,2.3
257,Communicator,4.8
257,Programmer,4.1
257,Technologist,3.3
257,Visualiser,3.1
257,Modeller,2.9
257,Data Wrangler,1.2
258,Visualiser,4.2
258,Technologist,3.7
258,Modeller,3.2
258,Programmer,2.8
258,Data Wrangler,1.8
258,Communicator,1.2
259,Technologist,5.7
259,Data Wrangler,4.8
259,Visualiser,4.1
259,Communicator,3.2
259,Programmer,2
259,Modeller,1.4
260,Programmer,6.3
260,Communicator,4.6
260,Technologist,4.1
260,Visualiser,2.9
260,Data Wrangler,2.2
260,Modeller,1.7
261,Modeller,5.6
261,Visualiser,5
261,Data Wrangler,4.5
261,Technologist,3.8
261,Programmer,3.5
261,Communicator,2.1
262,Data Wrangler,5.5
262,Technologist,4.8
262,Programmer,4.5
262,Modeller,3.2
262,Visualiser,2.8
262,Communicator,2
263,Visualiser,5.7
263,Programmer,5.3
263,Communicator,4.5
263,Modeller,3.7
263,Technologist,2.5
263,Data Wrangler,2
264,Communicator,4.2
264,Programmer,3.9
264,Technologist,3.4
264,Modeller,2.5
264,Visualiser,2.2
264,Data Wrangler,2
265,Technologist,5.1
265,Communicator,4.6
265,Programmer,4.2
265,Visualiser,2.8
265,Data Wrangler,2.5
265,Modeller,1.4
266,Technologist,4.3
266,Modeller,3.6
266,Programmer,3.1
266,Communicator,2.9
266,Data Wrangler,2.5
266,Visualiser,1.8
267,Programmer,6.7
267,Visualiser,4.6
267,Communicator,4
267,Modeller,3.4
267,Data Wrangler,2.5
267,Technologist,1.7
268,Data Wrangler,6
268,Programmer,4.6
268,Visualiser,3.8
268,Technologist,2.8
268,Modeller,2.1
268,Communicator,1.5
269,Technologist,5.8
269,Modeller,4.6
269,Programmer,3.9
269,Data Wrangler,3.1
269,Communicator,2.7
269,Visualiser,1.4
270,Programmer,4.3
270,Technologist,4
270,Visualiser,3.6
270,Data Wrangler,2.6
270,Communicator,2.2
270,Modeller,1.8
271,Technologist,5.3
271,Data Wrangler,4.3
271,Communicator,3.8
271,Programmer,3.6
271,Modeller,2.1
271,Visualiser,2
272,Data Wrangler,5.5
272,Technologist,4.9
272,Modeller,4.5
272,Communicator,2.7
272,Visualiser,2.2
272,Programmer,1.7
273,Visualiser,5.3
273,Technologist,4.6
273,Data Wrangler,3.8
273,Programmer,3.1
273,Modeller,2.7
273,Communicator,2.1
274,Data Wrangler,5.8
274,Modeller,4.6
274,Technologist,4
274,Programmer,3.7
274,Visualiser,3
274,Communicator,2.7
275,Technologist,5.4
275,Modeller,4.9
275,Communicator,4.1
275,Programmer,3
275,Data Wrangler,2.4
275,Visualiser,2.2
276,Programmer,4.6
276,Communicator,4
276,Modeller,2.7
276,Technologist,2.3
276,Visualiser,2.1
276,Data Wrangler,1.4
277,Technologist,5.3
277,Programmer,4.3
277,Data Wrangler,3.8
277,Modeller,3.4
277,Communicator,2.6
277,Visualiser,1.5
278,Visualiser,5.2
278,Communicator,4.8
278,Data Wrangler,4.3
278,Modeller,3.2
278,Programmer,3
278,Technologist,2.3
279,Programmer,6.1
279,Technologist,5.6
279,Visualiser,3.1
279,Communicator,2.5
279,Data Wrangler,2.2
279,Modeller,1.8
280,Communicator,4.8
280,Data Wrangler,4.5
280,Technologist,3.8
280,Modeller,3.4
280,Programmer,3.1
280,Visualiser,1.7
281,Data Wrangler,5.4
281,Visualiser,4.8
281,Programmer,3.4
281,Modeller,2.9
281,Communicator,2.6
281,Technologist,2.3
282,Technologist,6.8
282,Visualiser,5.2
282,Programmer,4.8
282,Communicator,3.9
282,Data Wrangler,3.4
282,Modeller,2.5
283,Data Wrangler,5.9
283,Programmer,4.8
283,Communicator,4.3
283,Technologist,3.8
283,Visualiser,2.4
283,Modeller,2
284,Data Wrangler,4.8
284,Technologist,4.5
284,Communicator,4.1
284,Visualiser,3.3
284,Programmer,2.9
284,Modeller,1.2
285,Modeller,5.2
285,Visualiser,4.8
285,Programmer,4.1
285,Communicator,3.7
285,Data Wrangler,3
285,Technologist,2.7
286,Technologist,5.4
286,Modeller,4.6
286,Data Wrangler,3.7
286,Visualiser,3.5
286,Programmer,3
286,Communicator,2.5
287,Communicator,6
287,Data Wrangler,5.4
287,Visualiser,4.1
287,Programmer,3.7
287,Technologist,2.7
287,Modeller,1.5
288,Visualiser,4.1
288,Programmer,3.8
288,Technologist,3.3
288,Data Wrangler,2.5
288,Communicator,2.1
288,Modeller,1
289,Technologist,4.8
289,Data Wrangler,4.2
289,Modeller,3.1
289,Programmer,2.7
289,Visualiser,2.5
289,Communicator,2.1
290,Data Wrangler,5.5
290,Modeller,4.9
290,Visualiser,4.4
290,Technologist,3.8
290,Programmer,2.7
290,Communicator,2.3
291,Communicator,6
291,Modeller,4.8
291,Visualiser,4.4
291,Technologist,4.1
291,Data Wrangler,3.8
291,Programmer,1.9
292,Data Wrangler,5.6
292,Programmer,4.1
292,Technologist,3.5
292,Modeller,2.7
292,Visualiser,2.3
292,Communicator,1.8
293,Visualiser,5.5
293,Programmer,3.9
293,Technologist,3.5
293,Modeller,2.9
293,Communicator,2.6
293,Data Wrangler,1.4
294,Visualiser,3.9
294,Programmer,3.6
294,Data Wrangler,2.9
294,Modeller,2.7
294,Communicator,2.2
294,Technologist,2.1
295,Communicator,5.8
295,Technologist,4.2
295,Programmer,3.8
295,Data Wrangler,3.3
295,Modeller,2.7
295,Visualiser,2
296,Technologist,4.9
296,Programmer,4.1
296,Communicator,3.8
296,Visualiser,3.1
296,Data Wrangler,2.8
296,Modeller,2.4
297,Visualiser,5.4
297,Communicator,4.8
297,Modeller,3.8
297,Data Wrangler,3.5
297,Programmer,2.8
297,Technologist,1.7
298,Technologist,5.1
298,Communicator,4.8
298,Data Wrangler,4.2
298,Visualiser,4
298,Modeller,3.2
298,Programmer,1.6
299,Programmer,4.6
299,Communicator,4
299,Modeller,3.2
299,Technologist,2.8
299,Data Wrangler,2.2
299,Visualiser,2
300,Modeller,6
300,Data Wrangler,4.9
300,Technologist,4
300,Visualiser,2.8
300,Programmer,2.6
300,Communicator,2.3
301,Programmer,4.8
301,Modeller,4.4
301,Data Wrangler,3.6
301,Communicator,3.2
301,Visualiser,3
301,Technologist,2.7
302,Programmer,5.3
302,Technologist,4.8
302,Modeller,4.3
302,Data Wrangler,4
302,Communicator,2.9
302,Visualiser,2
303,Programmer,6.8
303,Visualiser,5.3
303,Communicator,4.9
303,Technologist,4.5
303,Data Wrangler,3.5
303,Modeller,2.4
304,Communicator,5.2
304,Data Wrangler,3.9
304,Visualiser,3.2
304,Programmer,2.8
304,Technologist,2.5
304,Modeller,2.1
305,Data Wrangler,5.1
305,Technologist,4.8
305,Modeller,4.1
305,Communicator,2.9
305,Programmer,2.6
305,Visualiser,2.4
306,Communicator,5.8
306,Visualiser,5
306,Modeller,4.1
306,Programmer,3.6
306,Technologist,3
306,Data Wrangler,2
307,Modeller,5.4
307,Technologist,4.6
307,Data Wrangler,4.2
307,Visualiser,3.9
307,Programmer,3.6
307,Communicator,2.7
308,Communicator,6
308,Technologist,4.9
308,Data Wrangler,4
308,Visualiser,3.6
308,Modeller,2.9
308,Programmer,2.5
309,Visualiser,5.1
309,Technologist,4.6
309,Communicator,4
309,Data Wrangler,3.7
309,Programmer,3.1
309,Modeller,2.5
310,Data Wrangler,6.1
310,Visualiser,5.3
310,Communicator,4.3
310,Modeller,3.9
310,Technologist,3
310,Programmer,2.5
311,Visualiser,5.2
311,Modeller,4.2
311,Technologist,3.9
311,Programmer,3
311,Data Wrangler,2.5
311,Communicator,1.8
312,Data Wrangler,6.7
312,Communicator,4.2
312,Programmer,3.4
312,Modeller,3.1
312,Visualiser,1.8
312,Technologist,1.6
313,Visualiser,5.9
313,Data Wrangler,5.5
313,Programmer,4.7
313,Technologist,4.2
313,Modeller,3.2
313,Communicator,2.7
314,Programmer,5.3
314,Communicator,4.2
314,Technologist,3.8
314,Modeller,2.5
314,Visualiser,2.4
314,Data Wrangler,2.1
315,Communicator,5.6
315,Technologist,4.6
315,Visualiser,4
315,Programmer,3.5
315,Data Wrangler,3.1
315,Modeller,1.7
316,Modeller,4.8
316,Communicator,4.2
316,Technologist,3.6
316,Visualiser,3.2
316,Data Wrangler,2.3
316,Programmer,2
317,Communicator,4.2
317,Programmer,3.8
317,Data Wrangler,3.4
317,Visualiser,2.6
317,Technologist,2.2
317,Modeller,2
318,Communicator,6.4
318,Visualiser,4.7
318,Programmer,4
318,Technologist,3.5
318,Data Wrangler,2.6
318,Modeller,1.8
319,Technologist,5.3
319,Communicator,4.6
319,Data Wrangler,3.5
319,Programmer,3.1
319,Visualiser,2.9
319,Modeller,2.5
320,Communicator,5.8
320,Modeller,4.8
320,Visualiser,3.9
320,Technologist,3.5
320,Data Wrangler,3.1
320,Programmer,1.7
321,Data Wrangler,6.2
321,Technologist,4.2
321,Visualiser,3.3
321,Communicator,2.7
321,Modeller,2.6
321,Programmer,2.4
322,Data Wrangler,5.4
322,Technologist,4.3
322,Modeller,3.8
322,Visualiser,3
322,Communicator,2.6
322,Programmer,2
323,Visualiser,5.2
323,Modeller,4.4
323,Data Wrangler,4
323,Programmer,3.6
323,Communicator,3.2
323,Technologist,2.3
324,Programmer,4.4
324,Modeller,4
324,Communicator,2.5
324,Visualiser,2.1
324,Technologist,1.8
324,Data Wrangler,1.3
325,Modeller,3.6
325,Visualiser,3.4
325,Programmer,3.1
325,Technologist,3
325,Communicator,2.7
325,Data Wrangler,2.5
326,Modeller,5
326,Programmer,4
326,Communicator,3.4
326,Visualiser,3.2
326,Data Wrangler,2.7
326,Technologist,1.6
327,Communicator,5.4
327,Modeller,4.2
327,Visualiser,3.6
327,Programmer,3.2
327,Technologist,1.8
327,Data Wrangler,1.3
328,Visualiser,4.5
328,Programmer,4.1
328,Modeller,3.2
328,Technologist,3.1
328,Data Wrangler,2.6
328,Communicator,1.8
329,Modeller,5.2
329,Data Wrangler,4.8
329,Visualiser,4
329,Technologist,3.4
329,Communicator,2.9
329,Programmer,2.5
330,Programmer,5.3
330,Technologist,4.5
330,Visualiser,3.9
330,Communicator,3.2
330,Data Wrangler,2.3
330,Modeller,1.8
331,Programmer,4.8
331,Data Wrangler,3.4
331,Modeller,3.2
331,Communicator,2.7
331,Technologist,2.4
331,Visualiser,2.1
332,Data Wrangler,5.6
332,Modeller,4.6
332,Programmer,3.9
332,Visualiser,2.5
332,Communicator,2.1
332,Technologist,1.8
333,Modeller,5.2
333,Visualiser,3.7
333,Programmer,3.3
333,Technologist,2.9
333,Data Wrangler,2.2
333,Communicator,1.8
334,Technologist,5.1
334,Communicator,4.6
334,Data Wrangler,3.8
334,Programmer,3.1
334,Modeller,2.7
334,Visualiser,2.3
335,Communicator,5.2
335,Data Wrangler,4.7
335,Visualiser,4.4
335,Technologist,3.4
335,Programmer,2.7
335,Modeller,1.8
336,Modeller,4.8
336,Technologist,4.5
336,Programmer,3.7
336,Communicator,3.4
336,Data Wrangler,2.9
336,Visualiser,2.4
337,Technologist,6.2
337,Data Wrangler,5.1
337,Programmer,4.3
337,Modeller,3.1
337,Communicator,2.7
337,Visualiser,2.5
338,Visualiser,5.9
338,Technologist,3.9
338,Communicator,3.6
338,Modeller,2.7
338,Programmer,2.3
338,Data Wrangler,1.9
339,Data Wrangler,5.6
339,Modeller,4.9
339,Visualiser,3.6
339,Programmer,3.2
339,Communicator,2.6
339,Technologist,2.3
340,Communicator,4.8
340,Technologist,4.4
340,Visualiser,3.9
340,Programmer,3.3
340,Data Wrangler,2.6
340,Modeller,2.1
341,Technologist,5.4
341,Data Wrangler,4.7
341,Visualiser,4
341,Communicator,3.6
341,Programmer,3
341,Modeller,2.1
342,Communicator,4
342,Programmer,3.6
342,Data Wrangler,3.2
342,Technologist,3
342,Visualiser,2.2
342,Modeller,2
343,Data Wrangler,6.5
343,Visualiser,4.7
343,Communicator,4.3
343,Modeller,3.1
343,Technologist,2.9
343,Programmer,2.5
344,Communicator,4.8
344,Data Wrangler,4
344,Modeller,3.1
344,Programmer,2.9
344,Visualiser,2.5
344,Technologist,1.8
345,Modeller,4.6
345,Programmer,4.4
345,Visualiser,4
345,Technologist,3.6
345,Communicator,3.2
345,Data Wrangler,2.6
346,Visualiser,5.1
346,Communicator,4.4
346,Programmer,3.8
346,Data Wrangler,3.4
346,Modeller,2.6
346,Technologist,2.1
347,Programmer,6.2
347,Data Wrangler,4.6
347,Visualiser,3.9
347,Technologist,3.2
347,Modeller,2.9
347,Communicator,2.1
348,Data Wrangler,5.5
348,Programmer,4.9
348,Technologist,4.2
348,Modeller,3.2
348,Communicator,2.6
348,Visualiser,2.1
349,Visualiser,5.8
349,Modeller,4.4
349,Communicator,3.8
349,Programmer,3
349,Technologist,2.2
349,Data Wrangler,1.9
350,Data Wrangler,6
350,Technologist,4.8
350,Modeller,4
350,Visualiser,3.7
350,Programmer,2.9
350,Communicator,2.1
351,Modeller,4.6
351,Programmer,4.4
351,Technologist,3.8
351,Communicator,3.1
351,Visualiser,2.1
351,Data Wrangler,1.3
352,Data Wrangler,5.8
352,Communicator,4.8
352,Technologist,3.9
352,Modeller,3.6
352,Programmer,3.2
352,Visualiser,2.6
353,Communicator,4.6
353,Data Wrangler,3.6
353,Programmer,3.4
353,Visualiser,2.7
353,Modeller,1.9
353,Technologist,1.5
354,Modeller,4.8
354,Visualiser,4.2
354,Communicator,3.8
354,Data Wrangler,3.6
354,Programmer,2.7
354,Technologist,1.7
355,Technologist,5.3
355,Data Wrangler,4.2
355,Visualiser,3.9
355,Programmer,3.4
355,Communicator,3
355,Modeller,2.8
356,Modeller,5.4
356,Programmer,4.3
356,Communicator,3.8
356,Data Wrangler,2.9
356,Technologist,1.8
356,Visualiser,1.3
357,Modeller,6.2
357,Programmer,5.8
357,Data Wrangler,4
357,Visualiser,3.3
357,Communicator,3
357,Technologist,2.8
358,Visualiser,5.5
358,Communicator,4.9
358,Programmer,4.5
358,Modeller,3.9
358,Technologist,3
358,Data Wrangler,1.7
359,Modeller,5.4
359,Technologist,3.9
359,Visualiser,3.5
359,Communicator,3.2
359,Programmer,2.2
359,Data Wrangler,1.7
360,Technologist,5.3
360,Visualiser,4.7
360,Communicator,4.1
360,Modeller,3.2
360,Data Wrangler,3
360,Programmer,2.3
361,Modeller,5.8
361,Programmer,5.3
361,Visualiser,4.7
361,Data Wrangler,3.9
361,Technologist,2.9
361,Communicator,2.4
362,Communicator,4.8
362,Programmer,4
362,Data Wrangler,3.4
362,Technologist,3.2
362,Visualiser,2.7
362,Modeller,2.4
363,Technologist,6.2
363,Data Wrangler,4.9
363,Communicator,4.5
363,Programmer,3.8
363,Visualiser,3.6
363,Modeller,1.8
364,Data Wrangler,5.1
364,Programmer,4.2
364,Communicator,3.2
364,Modeller,2.7
364,Technologist,2.2
364,Visualiser,2.1
365,Programmer,5.2
365,Modeller,4.6
365,Visualiser,4.1
365,Technologist,3.7
365,Data Wrangler,2.7
365,Communicator,2
366,Communicator,5.8
366,Modeller,5.5
366,Data Wrangler,5
366,Programmer,3.7
366,Technologist,2.6
366,Visualiser,2.3
367,Programmer,5.6
367,Technologist,4.8
367,Data Wrangler,4.4
367,Communicator,3.1
367,Modeller,2.1
367,Visualiser,1.7
368,Modeller,5.8
368,Communicator,5.1
368,Programmer,4.6
368,Technologist,2.8
368,Data Wrangler,2.2
368,Visualiser,2
369,Communicator,5.8
369,Programmer,4.7
369,Modeller,4
369,Visualiser,3.7
369,Technologist,3
369,Data Wrangler,2.7
370,Data Wrangler,5.1
370,Visualiser,4.4
370,Technologist,3.3
370,Communicator,3.1
370,Modeller,1.8
370,Programmer,1.7
371,Data Wrangler,4.6
371,Visualiser,3.8
371,Communicator,3.4
371,Technologist,3.2
371,Modeller,2.1
371,Programmer,1.7
372,Technologist,3.9
372,Visualiser,3.5
372,Data Wrangler,2.7
372,Modeller,2.2
372,Communicator,1.9
372,Programmer,1.7
373,Data Wrangler,5.4
373,Technologist,4.8
373,Communicator,4.1
373,Programmer,3.8
373,Visualiser,3.5
373,Modeller,3.2
374,Programmer,5.9
374,Modeller,5.5
374,Visualiser,4.9
374,Technologist,2.6
374,Data Wrangler,2.4
374,Communicator,2
375,Visualiser,5.4
375,Communicator,4.6
375,Data Wrangler,3.7
375,Modeller,3.2
375,Technologist,3
375,Programmer,2
376,Programmer,5.3
376,Data Wrangler,3.7
376,Technologist,3.1
376,Communicator,2.9
376,Visualiser,2.6
376,Modeller,2.4
377,Communicator,6
377,Data Wrangler,5.3
377,Modeller,3.1
377,Technologist,2.4
377,Visualiser,2.2
377,Programmer,1.7
378,Programmer,5.3
378,Communicator,4.8
378,Visualiser,4.1
378,Modeller,3.6
378,Data Wrangler,2.7
378,Technologist,2.4
379,Data Wrangler,4.8
379,Communicator,3.6
379,Visualiser,3.1
379,Technologist,2.3
379,Programmer,2.1
379,Modeller,1.7
380,Data Wrangler,5.1
380,Programmer,4.8
380,Technologist,4.4
380,Communicator,4.1
380,Visualiser,2.6
380,Modeller,2.4
381,Modeller,5.4
381,Programmer,4.1
381,Communicator,3.6
381,Visualiser,3.4
381,Data Wrangler,2.6
381,Technologist,1.8
382,Communicator,4
382,Technologist,3.4
382,Visualiser,3.2
382,Programmer,2.7
382,Data Wrangler,2.3
382,Modeller,1.8
383,Programmer,5.8
383,Communicator,4.2
383,Technologist,3.8
383,Data Wrangler,3.1
383,Modeller,2.9
383,Visualiser,2.3
384,Modeller,5.6
384,Programmer,4.5
384,Technologist,4
384,Communicator,3.1
384,Data Wrangler,2.6
384,Visualiser,2.4
385,Visualiser,6
385,Programmer,4.8
385,Communicator,4.1
385,Modeller,3.9
385,Technologist,2.6
385,Data Wrangler,2.1
386,Modeller,6
386,Technologist,5.1
386,Data Wrangler,4.5
386,Programmer,3.5
386,Communicator,3.2
386,Visualiser,2.5
387,Programmer,6.6
387,Visualiser,4.3
387,Modeller,3.6
387,Data Wrangler,3
387,Technologist,2.5
387,Communicator,2
388,Data Wrangler,4.5
388,Visualiser,3.8
388,Technologist,3.4
388,Programmer,2.5
388,Modeller,2.2
388,Communicator,2
